sample_id,version,pipeline,model,prompt_strategy,svc_label,issue_type
VeriCoding_VD0722_vericoded,complete00.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VD0722_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VD0729_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VD0765_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VD0791_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VD0804_vericoded,complete00.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VD0804_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VD0804_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VD0804_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VD0807_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VH0011_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VH0094_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VJ0000_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VJ0000_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VJ0000_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VJ0023_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VJ0040_vericoded,complete00.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VJ0043_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VJ0046_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VJ0066_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VJ0084_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VJ0105_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0030_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0036_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VT0040_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0040_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0040_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0048_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0071_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0071_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0071_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0071_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0081_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VT0108_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0108_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0123_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0192_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VT0194_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0332_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VT0334_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VT0335_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0469_vericoded,complete00.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0469_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0495_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0495_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0540_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VT0546_vericoded,complete00.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0546_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0548_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VT0556_vericoded,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VT0557_vericoded,complete00.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0574_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0655_vericoded,complete00.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VT0655_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VV0064_vericoded,complete00.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VV0068_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VV0083_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VV0086_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VV0112_vericoded,complete02.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VV0135_vericoded,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VeriCoding_VV0135_vericoded,complete04.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VerusBench_CloverBench_array_sum_strong,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,spec_mismatch
VerusBench_Diffy_sina1,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
VerusBench_MBPP_task_id_567,complete03.rs,p2,claude-sonnet-4-5-20250929,fewshot,0,code_mismatch;spec_mismatch
VerusBench_MBPP_task_id_733,complete01.rs,p2,claude-sonnet-4-5-20250929,fewshot,1,
DAFNY2VERUS-COLLECTION_3,complete01.rs,p2,deepseek-v3.2,fewshot,0,spec_mismatch;code_spec_inconsistency
VeriCoding_VA0002_vericoded,complete04.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch
VeriCoding_VA0049_vericoded,complete01.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0230_vericoded,complete01.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VA0230_vericoded,complete03.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0230_vericoded,complete04.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0285_vericoded,complete00.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0487_vericoded,complete00.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VA0561_vericoded,complete03.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VA0633_vericoded,complete00.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0659_vericoded,complete01.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0659_vericoded,complete03.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0667_vericoded,complete00.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VD0700_vericoded,complete02.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VD0722_vericoded,complete04.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VJ0000_vericoded,complete02.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VJ0153_vericoded,complete02.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VT0040_vericoded,complete00.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VT0040_vericoded,complete01.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VT0108_vericoded,complete00.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VT0108_vericoded,complete01.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VT0109_vericoded,complete00.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VT0109_vericoded,complete04.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VT0111_vericoded,complete02.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VT0111_vericoded,complete04.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VT0146_vericoded,complete02.rs,p2,deepseek-v3.2,fewshot,0,spec_mismatch
VeriCoding_VT0146_vericoded,complete04.rs,p2,deepseek-v3.2,fewshot,1,
VeriCoding_VT0269_vericoded,complete03.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VT0269_vericoded,complete04.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VT0655_vericoded,complete04.rs,p2,deepseek-v3.2,fewshot,1,
VerusBench_Misc_arg_free,complete01.rs,p2,deepseek-v3.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
DAFNY2VERUS-COLLECTION_3,complete00.rs,p2,gpt-4o-mini,fewshot,1,
DAFNY2VERUS-COLLECTION_3,complete03.rs,p2,gpt-4o-mini,fewshot,1,
DAFNY2VERUS-COLLECTION_3,complete04.rs,p2,gpt-4o-mini,fewshot,1,
VeriCoding_VA0083_vericoded,complete01.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VA0083_vericoded,complete02.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0083_vericoded,complete03.rs,p2,gpt-4o-mini,fewshot,1,
VeriCoding_VA0083_vericoded,complete04.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VA0187_vericoded,complete00.rs,p2,gpt-4o-mini,fewshot,0,spec_mismatch
VeriCoding_VA0187_vericoded,complete01.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0187_vericoded,complete02.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0187_vericoded,complete04.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0233_vericoded,complete02.rs,p2,gpt-4o-mini,fewshot,1,
VeriCoding_VA0233_vericoded,complete03.rs,p2,gpt-4o-mini,fewshot,1,
VeriCoding_VA0455_vericoded,complete02.rs,p2,gpt-4o-mini,fewshot,1,
VeriCoding_VA0455_vericoded,complete03.rs,p2,gpt-4o-mini,fewshot,1,
VeriCoding_VA0561_vericoded,complete01.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0561_vericoded,complete04.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0638_vericoded,complete00.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0638_vericoded,complete01.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0638_vericoded,complete02.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0638_vericoded,complete03.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0638_vericoded,complete04.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VV0083_vericoded,complete01.rs,p2,gpt-4o-mini,fewshot,1,
VeriCoding_VV0083_vericoded,complete03.rs,p2,gpt-4o-mini,fewshot,1,
VeriCoding_VV0083_vericoded,complete04.rs,p2,gpt-4o-mini,fewshot,1,
VerusBench_Misc_sum,complete00.rs,p2,gpt-4o-mini,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
DAFNY2VERUS-COLLECTION_143,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
DAFNY2VERUS-COLLECTION_143,complete01.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
DAFNY2VERUS-COLLECTION_143,complete02.rs,p2,gpt-5.2,fewshot,0,spec_mismatch;code_spec_inconsistency
DAFNY2VERUS-COLLECTION_143,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
DAFNY2VERUS-COLLECTION_143,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
DAFNY2VERUS-COLLECTION_2,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
DAFNY2VERUS-COLLECTION_21,complete01.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_21,complete02.rs,p2,gpt-5.2,fewshot,0,spec_mismatch
DAFNY2VERUS-COLLECTION_21,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
DAFNY2VERUS-COLLECTION_21,complete04.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_3,complete00.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_3,complete01.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_3,complete02.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_3,complete03.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_3,complete04.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_45,complete00.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_53,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
DAFNY2VERUS-COLLECTION_53,complete02.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
DAFNY2VERUS-COLLECTION_53,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
DAFNY2VERUS-COLLECTION_70,complete00.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_70,complete01.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_70,complete02.rs,p2,gpt-5.2,fewshot,1,
DAFNY2VERUS-COLLECTION_70,complete03.rs,p2,gpt-5.2,fewshot,1,
HumanEval-Verus_task_51,complete02.rs,p2,gpt-5.2,fewshot,1,
HumanEval-Verus_task_51,complete03.rs,p2,gpt-5.2,fewshot,1,
HumanEval-Verus_task_51,complete04.rs,p2,gpt-5.2,fewshot,1,
HumanEval-Verus_task_58,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
HumanEval-Verus_task_58,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
MBPP-verified_task_11,complete00.rs,p2,gpt-5.2,fewshot,1,
MBPP-verified_task_11,complete01.rs,p2,gpt-5.2,fewshot,1,
MBPP-verified_task_11,complete02.rs,p2,gpt-5.2,fewshot,1,
MBPP-verified_task_11,complete03.rs,p2,gpt-5.2,fewshot,1,
MBPP-verified_task_11,complete04.rs,p2,gpt-5.2,fewshot,1,
MBPP-verified_task_23,complete00.rs,p2,gpt-5.2,fewshot,1,
MBPP-verified_task_4,complete01.rs,p2,gpt-5.2,fewshot,1,
MBPP-verified_task_4,complete03.rs,p2,gpt-5.2,fewshot,1,
MBPP-verified_task_4,complete04.rs,p2,gpt-5.2,fewshot,1,
MBPP-verified_task_67,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0002_vericoded,complete01.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0002_vericoded,complete02.rs,p2,gpt-5.2,fewshot,0,code_mismatch
VeriCoding_VA0049_vericoded,complete01.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0049_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0049_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0057_vericoded,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0057_vericoded,complete02.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0057_vericoded,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0057_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0070_vericoded,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0080_vericoded,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0080_vericoded,complete01.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0080_vericoded,complete02.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0080_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0085_vericoded,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0085_vericoded,complete02.rs,p2,gpt-5.2,fewshot,0,code_mismatch;code_spec_inconsistency
VeriCoding_VA0085_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0152_vericoded,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0152_vericoded,complete01.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0152_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0152_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0187_vericoded,complete00.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0187_vericoded,complete01.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0187_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0187_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0187_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,spec_mismatch
VeriCoding_VA0210_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0211_vericoded,complete01.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0211_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0211_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0230_vericoded,complete00.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0230_vericoded,complete01.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0230_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0230_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0230_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0233_vericoded,complete00.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0233_vericoded,complete01.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0233_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0233_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0264_vericoded,complete01.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0264_vericoded,complete03.rs,p2,gpt-5.2,fewshot,0,spec_mismatch
VeriCoding_VA0285_vericoded,complete02.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0306_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0347_vericoded,complete01.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0347_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0399_vericoded,complete01.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0399_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0399_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0399_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0455_vericoded,complete01.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0455_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0455_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0455_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0487_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0487_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0493_vericoded,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch;code_spec_inconsistency
VeriCoding_VA0514_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0514_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0530_vericoded,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0530_vericoded,complete01.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0530_vericoded,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0530_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0533_vericoded,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0533_vericoded,complete02.rs,p2,gpt-5.2,fewshot,0,spec_mismatch
VeriCoding_VA0533_vericoded,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0533_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0556_vericoded,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0556_vericoded,complete01.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0556_vericoded,complete02.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0556_vericoded,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0556_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0561_vericoded,complete00.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0561_vericoded,complete01.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0561_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0561_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0561_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0580_vericoded,complete00.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0580_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0586_vericoded,complete00.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0586_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0586_vericoded,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0586_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,spec_mismatch
VeriCoding_VA0606_vericoded,complete01.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0622_vericoded,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0622_vericoded,complete01.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0622_vericoded,complete02.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0622_vericoded,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0622_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0625_vericoded,complete00.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0625_vericoded,complete03.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0625_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0633_vericoded,complete00.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0633_vericoded,complete01.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0633_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0633_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0633_vericoded,complete04.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0637_vericoded,complete00.rs,p2,gpt-5.2,fewshot,0,code_mismatch;spec_mismatch
VeriCoding_VA0638_vericoded,complete00.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0638_vericoded,complete01.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0638_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0638_vericoded,complete03.rs,p2,gpt-5.2,fewshot,0,spec_mismatch
VeriCoding_VA0638_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0655_vericoded,complete00.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0655_vericoded,complete02.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0655_vericoded,complete03.rs,p2,gpt-5.2,fewshot,1,
VeriCoding_VA0655_vericoded,complete04.rs,p2,gpt-5.2,fewshot,1,
